said	study_accession	sample_accession	study_title	paper_id	pmid	doi	relation	evidence	provenance	title_similarity	verified_on
SAID137	GSE242477	GSM7764408	Single-cell profiling of acral melanoma infiltrating lymphocytes reveals a suppressive tumor microenvironment	PMID_40631515	40631515	10.1080/2162402X.2025.2528110	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.167	2026-07-18
SAID138	GSE242477	GSM7764410	Single-cell profiling of acral melanoma infiltrating lymphocytes reveals a suppressive tumor microenvironment	PMID_40631515	40631515	10.1080/2162402X.2025.2528110	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.167	2026-07-18
SAID139	GSE242477	GSM7764411	Single-cell profiling of acral melanoma infiltrating lymphocytes reveals a suppressive tumor microenvironment	PMID_40631515	40631515	10.1080/2162402X.2025.2528110	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.167	2026-07-18
SAID140	GSE242477	GSM7764412	Single-cell profiling of acral melanoma infiltrating lymphocytes reveals a suppressive tumor microenvironment	PMID_40631515	40631515	10.1080/2162402X.2025.2528110	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.167	2026-07-18
SAID168	GSE245859	GSM7849998	Treatment with cultured epidermal autograft from revertant skin for epidermolytic ichthyosis	PMID_38739763	38739763	10.1093/bjd/ljae193	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.306	2026-07-18
SAID169	GSE245859	GSM7849999	Treatment with cultured epidermal autograft from revertant skin for epidermolytic ichthyosis	PMID_38739763	38739763	10.1093/bjd/ljae193	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.306	2026-07-18
SAID170	GSE248121	GSM7906167	The Characteristics of cell in Psoriatic Resolved Lesions Revealed and Onsite Recurrent by Single-cell Transcriptome	PMID_39067676	39067676	10.1016/j.clim.2024.110328	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.416	2026-07-18
SAID171	GSE248121	GSM7906168	The Characteristics of cell in Psoriatic Resolved Lesions Revealed and Onsite Recurrent by Single-cell Transcriptome	PMID_39067676	39067676	10.1016/j.clim.2024.110328	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.416	2026-07-18
SAID172	GSE248121	GSM7906169	The Characteristics of cell in Psoriatic Resolved Lesions Revealed and Onsite Recurrent by Single-cell Transcriptome	PMID_39067676	39067676	10.1016/j.clim.2024.110328	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.416	2026-07-18
SAID173	GSE248121	GSM7906170	The Characteristics of cell in Psoriatic Resolved Lesions Revealed and Onsite Recurrent by Single-cell Transcriptome	PMID_39067676	39067676	10.1016/j.clim.2024.110328	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.416	2026-07-18
SAID174	GSE248121	GSM7906171	The Characteristics of cell in Psoriatic Resolved Lesions Revealed and Onsite Recurrent by Single-cell Transcriptome	PMID_39067676	39067676	10.1016/j.clim.2024.110328	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.416	2026-07-18
SAID175	GSE248121	GSM7906172	The Characteristics of cell in Psoriatic Resolved Lesions Revealed and Onsite Recurrent by Single-cell Transcriptome	PMID_39067676	39067676	10.1016/j.clim.2024.110328	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.416	2026-07-18
SAID176	GSE248121	GSM7906173	The Characteristics of cell in Psoriatic Resolved Lesions Revealed and Onsite Recurrent by Single-cell Transcriptome	PMID_39067676	39067676	10.1016/j.clim.2024.110328	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.416	2026-07-18
SAID177	GSE248121	GSM7906174	The Characteristics of cell in Psoriatic Resolved Lesions Revealed and Onsite Recurrent by Single-cell Transcriptome	PMID_39067676	39067676	10.1016/j.clim.2024.110328	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.416	2026-07-18
SAID178	GSE248121	GSM7906175	The Characteristics of cell in Psoriatic Resolved Lesions Revealed and Onsite Recurrent by Single-cell Transcriptome	PMID_39067676	39067676	10.1016/j.clim.2024.110328	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.416	2026-07-18
SAID179	GSE248121	GSM7906176	The Characteristics of cell in Psoriatic Resolved Lesions Revealed and Onsite Recurrent by Single-cell Transcriptome	PMID_39067676	39067676	10.1016/j.clim.2024.110328	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.416	2026-07-18
SAID141	GSE249622	GSM7951925	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_38113104	38113104	10.1172/jci.insight.169870	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.310	2026-07-18
SAID142	GSE249622	GSM7951926	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_38113104	38113104	10.1172/jci.insight.169870	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.310	2026-07-18
SAID143	GSE249622	GSM7951927	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_38113104	38113104	10.1172/jci.insight.169870	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.310	2026-07-18
SAID144	GSE249622	GSM7951930	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_38113104	38113104	10.1172/jci.insight.169870	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.310	2026-07-18
SAID145	GSE249622	GSM7951931	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_38113104	38113104	10.1172/jci.insight.169870	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.310	2026-07-18
SAID146	GSE249622	GSM7951932	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_38113104	38113104	10.1172/jci.insight.169870	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.310	2026-07-18
SAID147	GSE249622	GSM7951934	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_38113104	38113104	10.1172/jci.insight.169870	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.310	2026-07-18
SAID148	GSE249622	GSM7951935	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_38113104	38113104	10.1172/jci.insight.169870	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.310	2026-07-18
SAID149	GSE249622	GSM7951936	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_38113104	38113104	10.1172/jci.insight.169870	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.310	2026-07-18
SAID150	GSE249622	GSM7951937	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_38113104	38113104	10.1172/jci.insight.169870	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.310	2026-07-18
SAID151	GSE249622	GSM7951938	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_38113104	38113104	10.1172/jci.insight.169870	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.310	2026-07-18
SAID141	GSE249622	GSM7951925	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_40690378	40690378	10.7554/eLife.105277	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.324	2026-07-18
SAID142	GSE249622	GSM7951926	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_40690378	40690378	10.7554/eLife.105277	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.324	2026-07-18
SAID143	GSE249622	GSM7951927	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_40690378	40690378	10.7554/eLife.105277	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.324	2026-07-18
SAID144	GSE249622	GSM7951930	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_40690378	40690378	10.7554/eLife.105277	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.324	2026-07-18
SAID145	GSE249622	GSM7951931	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_40690378	40690378	10.7554/eLife.105277	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.324	2026-07-18
SAID146	GSE249622	GSM7951932	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_40690378	40690378	10.7554/eLife.105277	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.324	2026-07-18
SAID147	GSE249622	GSM7951934	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_40690378	40690378	10.7554/eLife.105277	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.324	2026-07-18
SAID148	GSE249622	GSM7951935	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_40690378	40690378	10.7554/eLife.105277	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.324	2026-07-18
SAID149	GSE249622	GSM7951936	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_40690378	40690378	10.7554/eLife.105277	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.324	2026-07-18
SAID150	GSE249622	GSM7951937	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_40690378	40690378	10.7554/eLife.105277	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.324	2026-07-18
SAID151	GSE249622	GSM7951938	scRNASeq Data of CD4 Tregs and Teffectors in HS lesional skin and healthy skin	PMID_40690378	40690378	10.7554/eLife.105277	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.324	2026-07-18
SAID120	GSE249793	GSM7964420	scRNASeq Data of CD3 Negative Immune Cells in HS lesional skin, healthy skin, and matched blood	PMID_38113104	38113104	10.1172/jci.insight.169870	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.295	2026-07-18
SAID121	GSE249793	GSM7964422	scRNASeq Data of CD3 Negative Immune Cells in HS lesional skin, healthy skin, and matched blood	PMID_38113104	38113104	10.1172/jci.insight.169870	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.295	2026-07-18
SAID122	GSE249793	GSM7964423	scRNASeq Data of CD3 Negative Immune Cells in HS lesional skin, healthy skin, and matched blood	PMID_38113104	38113104	10.1172/jci.insight.169870	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.295	2026-07-18
SAID123	GSE249793	GSM7964424	scRNASeq Data of CD3 Negative Immune Cells in HS lesional skin, healthy skin, and matched blood	PMID_38113104	38113104	10.1172/jci.insight.169870	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.295	2026-07-18
SAID120	GSE249793	GSM7964420	scRNASeq Data of CD3 Negative Immune Cells in HS lesional skin, healthy skin, and matched blood	PMID_40690378	40690378	10.7554/eLife.105277	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.268	2026-07-18
SAID121	GSE249793	GSM7964422	scRNASeq Data of CD3 Negative Immune Cells in HS lesional skin, healthy skin, and matched blood	PMID_40690378	40690378	10.7554/eLife.105277	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.268	2026-07-18
SAID122	GSE249793	GSM7964423	scRNASeq Data of CD3 Negative Immune Cells in HS lesional skin, healthy skin, and matched blood	PMID_40690378	40690378	10.7554/eLife.105277	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.268	2026-07-18
SAID123	GSE249793	GSM7964424	scRNASeq Data of CD3 Negative Immune Cells in HS lesional skin, healthy skin, and matched blood	PMID_40690378	40690378	10.7554/eLife.105277	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.268	2026-07-18
SAID004	GSE261227	GSM8138118	Molecular heterogeneity of quiescent melanocyte stem cells revealed by single-cell RNA-sequencing.	PMID_38187565	38187565	10.1101/2023.12.19.571712	preprint	Preprint version of PMID 38613320.	study_publication_overrides.json		2026-07-18
SAID005	GSE261227	GSM8138119	Molecular heterogeneity of quiescent melanocyte stem cells revealed by single-cell RNA-sequencing.	PMID_38187565	38187565	10.1101/2023.12.19.571712	preprint	Preprint version of PMID 38613320.	study_publication_overrides.json		2026-07-18
SAID006	GSE261227	GSM8138120	Molecular heterogeneity of quiescent melanocyte stem cells revealed by single-cell RNA-sequencing.	PMID_38187565	38187565	10.1101/2023.12.19.571712	preprint	Preprint version of PMID 38613320.	study_publication_overrides.json		2026-07-18
SAID007	GSE261227	GSM8138121	Molecular heterogeneity of quiescent melanocyte stem cells revealed by single-cell RNA-sequencing.	PMID_38187565	38187565	10.1101/2023.12.19.571712	preprint	Preprint version of PMID 38613320.	study_publication_overrides.json		2026-07-18
SAID004	GSE261227	GSM8138118	Molecular heterogeneity of quiescent melanocyte stem cells revealed by single-cell RNA-sequencing.	PMID_38613320	38613320	10.1111/pcmr.13169	primary_dataset_publication	The article data-availability statement names GSE261227.	study_publication_overrides.json		2026-07-18
SAID005	GSE261227	GSM8138119	Molecular heterogeneity of quiescent melanocyte stem cells revealed by single-cell RNA-sequencing.	PMID_38613320	38613320	10.1111/pcmr.13169	primary_dataset_publication	The article data-availability statement names GSE261227.	study_publication_overrides.json		2026-07-18
SAID006	GSE261227	GSM8138120	Molecular heterogeneity of quiescent melanocyte stem cells revealed by single-cell RNA-sequencing.	PMID_38613320	38613320	10.1111/pcmr.13169	primary_dataset_publication	The article data-availability statement names GSE261227.	study_publication_overrides.json		2026-07-18
SAID007	GSE261227	GSM8138121	Molecular heterogeneity of quiescent melanocyte stem cells revealed by single-cell RNA-sequencing.	PMID_38613320	38613320	10.1111/pcmr.13169	primary_dataset_publication	The article data-availability statement names GSE261227.	study_publication_overrides.json		2026-07-18
SAID058	GSE261766	GSM8150922	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID059	GSE261766	GSM8150923	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID060	GSE261766	GSM8150924	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID061	GSE261766	GSM8150925	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID062	GSE261766	GSM8150926	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID063	GSE261766	GSM8150927	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID064	GSE261766	GSM8150928	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID065	GSE261766	GSM8150929	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID066	GSE261766	GSM8150930	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID067	GSE261766	GSM8150931	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID068	GSE261766	GSM8150932	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID069	GSE261766	GSM8150933	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID070	GSE261766	GSM8150934	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID071	GSE261766	GSM8150935	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID072	GSE261766	GSM8150936	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID073	GSE261766	GSM8150937	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID074	GSE261766	GSM8150938	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID075	GSE261766	GSM8150940	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID076	GSE261766	GSM8150941	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID077	GSE261766	GSM8150944	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID078	GSE261766	GSM8150946	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID079	GSE261766	GSM8150947	Stem-cell states converge in multi-stage cutaneous squamous cell carcinoma development [scRNA-seq]	PMID_38815020	38815020	10.1126/science.adi7453	primary_dataset_publication	The article data-availability statement names GSE261766.	study_publication_overrides.json		2026-07-18
SAID001	GSE269455	GSM8316001	Humanized CXCL12 Antibody Delays Onset and Modulates Immune Response in Alopecia Areata  Mice	PMID_39483478	39483478	10.3389/fimmu.2024.1444777	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.818	2026-07-18
SAID002	GSE269455	GSM8316002	Humanized CXCL12 Antibody Delays Onset and Modulates Immune Response in Alopecia Areata  Mice	PMID_39483478	39483478	10.3389/fimmu.2024.1444777	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.818	2026-07-18
SAID003	GSE269455	GSM8316003	Humanized CXCL12 Antibody Delays Onset and Modulates Immune Response in Alopecia Areata  Mice	PMID_39483478	39483478	10.3389/fimmu.2024.1444777	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.818	2026-07-18
SAID001	GSE269455	GSM8316001	Humanized CXCL12 Antibody Delays Onset and Modulates Immune Response in Alopecia Areata  Mice	PMID_39795953	39795953	10.3390/ijms26010095	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.402	2026-07-18
SAID002	GSE269455	GSM8316002	Humanized CXCL12 Antibody Delays Onset and Modulates Immune Response in Alopecia Areata  Mice	PMID_39795953	39795953	10.3390/ijms26010095	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.402	2026-07-18
SAID003	GSE269455	GSM8316003	Humanized CXCL12 Antibody Delays Onset and Modulates Immune Response in Alopecia Areata  Mice	PMID_39795953	39795953	10.3390/ijms26010095	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.402	2026-07-18
SAID001	GSE269455	GSM8316001	Humanized CXCL12 Antibody Delays Onset and Modulates Immune Response in Alopecia Areata  Mice	PMID_40004031	40004031	10.3390/ijms26041565	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.430	2026-07-18
SAID002	GSE269455	GSM8316002	Humanized CXCL12 Antibody Delays Onset and Modulates Immune Response in Alopecia Areata  Mice	PMID_40004031	40004031	10.3390/ijms26041565	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.430	2026-07-18
SAID003	GSE269455	GSM8316003	Humanized CXCL12 Antibody Delays Onset and Modulates Immune Response in Alopecia Areata  Mice	PMID_40004031	40004031	10.3390/ijms26041565	repository_linked_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	0.430	2026-07-18
SAID084	GSE272509	GSM8403737	TLR9 activation in large wound induces tissue repair and hair follicle regeneration via γδT cells	PMID_39153998	39153998	10.1038/s41419-024-06994-y	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	1.000	2026-07-18
SAID085	GSE272509	GSM8403738	TLR9 activation in large wound induces tissue repair and hair follicle regeneration via γδT cells	PMID_39153998	39153998	10.1038/s41419-024-06994-y	primary_dataset_publication	PubMed identifier recorded in AllData.xlsx	AllData.xlsx	1.000	2026-07-18
SAID194	HRA000166	HRR060114		PMID_35241665	35241665	10.1038/s41467-022-28799-3	primary_dataset_publication	The article data-availability statement names HRA000166.	study_publication_overrides.json		2026-07-18
SAID195	HRA000166	HRR060115		PMID_35241665	35241665	10.1038/s41467-022-28799-3	primary_dataset_publication	The article data-availability statement names HRA000166.	study_publication_overrides.json		2026-07-18
SAID196	HRA000166	HRR060116		PMID_35241665	35241665	10.1038/s41467-022-28799-3	primary_dataset_publication	The article data-availability statement names HRA000166.	study_publication_overrides.json		2026-07-18
SAID197	HRA000166	HRR060118		PMID_35241665	35241665	10.1038/s41467-022-28799-3	primary_dataset_publication	The article data-availability statement names HRA000166.	study_publication_overrides.json		2026-07-18
SAID198	HRA000166	HRR060122		PMID_35241665	35241665	10.1038/s41467-022-28799-3	primary_dataset_publication	The article data-availability statement names HRA000166.	study_publication_overrides.json		2026-07-18
SAID199	HRA000166	HRR060124		PMID_35241665	35241665	10.1038/s41467-022-28799-3	primary_dataset_publication	The article data-availability statement names HRA000166.	study_publication_overrides.json		2026-07-18
SAID200	HRA000166	HRR060128		PMID_35241665	35241665	10.1038/s41467-022-28799-3	primary_dataset_publication	The article data-availability statement names HRA000166.	study_publication_overrides.json		2026-07-18
SAID201	HRA000166	HRR060130		PMID_35241665	35241665	10.1038/s41467-022-28799-3	primary_dataset_publication	The article data-availability statement names HRA000166.	study_publication_overrides.json		2026-07-18
SAID202	HRA000166	HRR060132		PMID_35241665	35241665	10.1038/s41467-022-28799-3	primary_dataset_publication	The article data-availability statement names HRA000166.	study_publication_overrides.json		2026-07-18
SAID203	HRA000166	HRR060134		PMID_35241665	35241665	10.1038/s41467-022-28799-3	primary_dataset_publication	The article data-availability statement names HRA000166.	study_publication_overrides.json		2026-07-18
SAID204	HRA000166	HRR060136		PMID_35241665	35241665	10.1038/s41467-022-28799-3	primary_dataset_publication	The article data-availability statement names HRA000166.	study_publication_overrides.json		2026-07-18
SAID205	HRA000166	HRR060138		PMID_35241665	35241665	10.1038/s41467-022-28799-3	primary_dataset_publication	The article data-availability statement names HRA000166.	study_publication_overrides.json		2026-07-18
SAID206	HRA000166	HRR060140		PMID_35241665	35241665	10.1038/s41467-022-28799-3	primary_dataset_publication	The article data-availability statement names HRA000166.	study_publication_overrides.json		2026-07-18
SAID207	HRA000166	HRR060142		PMID_35241665	35241665	10.1038/s41467-022-28799-3	primary_dataset_publication	The article data-availability statement names HRA000166.	study_publication_overrides.json		2026-07-18
